,g,repr_ATPases
1271,g__BM524,FH
1272,g__BM705,FH
1273,g__BM707,FH AH
1274,g__BM714,FNa
1275,g__BMAH01,FH
1276,g__BMS3ABIN01,FH
1277,g__BMS3ABIN03,FH ANa
1278,g__BMS3ABIN04,FH
1279,g__BMS3ABIN06,FH
1280,g__BMS3ABIN14,FNa
1281,g__BMS3ABIN15,nothing
1282,g__BMS3ABIN17,nothing
1283,g__BMS3Abin05,FH
1284,g__BMS3Abin08,FH
1285,g__BMS3Abin09,FH
1286,g__BMS3Abin12,FH
1287,g__BMS3Abin13,FH NH
1288,g__BMS3B,AH
1289,g__BMS3BBIN02,FH
1290,g__BMS3BBIN04,FH
1291,g__BMS3Bbin01,FH
1292,g__BMS3Bbin05,FH
1293,g__BMS3Bbin07,FH NH
1294,g__BMS3Bbin08,FH
1295,g__BMS3Bbin11,FH
1296,g__BN140002,FH
1297,g__BN30871,FH
1298,g__BOG-1112,q FH
1299,g__BOG-1155,FH
1300,g__BOG-1184,FH
1301,g__BOG-1338,FH
1302,g__BOG-1363,FH NNa
1303,g__BOG-1369,AH
1304,g__BOG-1370,FNa
1305,g__BOG-1457,FH NH
1306,g__BOG-1460,NH
1307,g__BOG-224,FH
1308,g__BOG-234,FH
1309,g__BOG-908,FH
1310,g__BOG-930,FH
1311,g__BOG-931,q FH
1312,g__BOG-932,FH
1313,g__BOG-933,FH NH
1314,g__BOG-934,FH
1315,g__BOG-935,NH
1316,g__BOG-938,FH NH
1317,g__BOG-944,NNa
1318,g__BOG-994,FH
1319,g__BR149,AH ANa
1320,g__BRH-c0,FH NNa
1321,g__BRH-c25,ANa
1322,g__BRH-c32,FH
1323,g__BRH-c54,FH
1324,g__BRH-c57,FH
1325,g__BRH-c8a,FH
1326,g__BRHc4a,FH
1327,g__BS3,FH
1328,g__BSW11-IV,FH
1329,g__BW-2,FH
1330,g__BX12,FH ANa
1331,g__BX21,FH ANa
1332,g__BX7,ANa
1333,g__BY39,FH
1334,g__Babela,FNa
1335,g__Bacilliculturomica,FH ANa
1336,g__Bacillus,FH
1337,g__Bacillus_A,FH
1338,g__Bacillus_AB,FH
1339,g__Bacillus_AE,FH
1340,g__Bacillus_AG,FH
1341,g__Bacillus_AH,FH
1342,g__Bacillus_AI,FH
1343,g__Bacillus_AN,FH
1344,g__Bacillus_AO,FH
1345,g__Bacillus_AP,FH
1346,g__Bacillus_AR,FH
1347,g__Bacillus_AS,FH
1348,g__Bacillus_AT,FH
1349,g__Bacillus_AV,FH
1350,g__Bacillus_BA,FH
1351,g__Bacillus_BB,FH
1352,g__Bacillus_BD,FH
1353,g__Bacillus_BE,FH
1354,g__Bacillus_BF,FH
1355,g__Bacillus_BH,FH
1356,g__Bacillus_BJ,FH
1357,g__Bacillus_BK,FH ANa
1358,g__Bacillus_BL,FH
1359,g__Bacillus_BM,FH
1360,g__Bacillus_BN,FH
1361,g__Bacillus_BQ,FH
1362,g__Bacillus_BR,FH
1363,g__Bacillus_BS,FH
1364,g__Bacillus_BT,FH
1365,g__Bacillus_BU,FH
1366,g__Bacillus_H,FH
1367,g__Bacillus_I,FH
1368,g__Bacillus_J,FH
1369,g__Bacillus_L,FH
1370,g__Bacillus_M,FH
1371,g__Bacillus_O,FH
1372,g__Bacillus_P,FH
1373,g__Bacillus_S,FH
1374,g__Bacillus_T,FH
1375,g__Bacillus_Z,FH
1376,g__Bact-08,ANa
1377,g__Bact-11,FH ANa
1378,g__Bact-19,FH
1379,g__Bacterioplanes,FH AH
1380,g__Bacteriovorax,FH
1381,g__Bacteroides,FH ANa
1382,g__Bacteroides_D,q FH
1383,g__Bacteroides_E,FH ANa
1384,g__Bacteroides_F,FH FNa
1385,g__Bacteroides_G,FH
1386,g__Baekduia,FH
1387,g__Baia,FH
1388,g__Balnearium,FH
1389,g__Balneatrix,FH
1390,g__Balneicella,FH
1391,g__Balneola,FH
1392,g__Barb7,FH ANa
1393,g__Bariatricus,FH FNa AH
1394,g__Barnesiella,FH
1395,g__Barrientosiimonas,FH
1396,g__Bartonella,FH
1397,g__Basfia,FH
1398,g__Basfia_A,FH
1399,g__Basilea,FH
1400,g__Bauldia,FH
1401,g__Baumannia,FH
1402,g__Bavariicoccus,FH ANa
1403,g__Bdellovibrio,FH
1404,g__Beduini,FH AH
1405,g__Beggiatoa,FH
1406,g__Beijerinckia,FH NH
1407,g__Belliella,FH
1408,g__Bellilinea,FH
1409,g__Belnapia,FH
1410,g__Bergeyella,FH
1411,g__Bergeyella_A,FH
1412,g__Berkiella,FH
1413,g__Berkiella_A,FH
1414,g__Bermanella,FH
1415,g__Bernardetia,FH
1416,g__Beutenbergia,FH
1417,g__Bg2,FNa
1418,g__Bhargavaea,FH
1419,g__Bibersteinia,FH
1420,g__Bifidobacterium,FH
1421,g__Bilophila,FH
1422,g__Bin103,FH ANa
1423,g__Bin106,FH
1424,g__Bin107,FH
1425,g__Bin125,FH
1426,g__Bin127,FH
1427,g__Bin134,FH
1428,g__Bin16,FH
1429,g__Bin18,FH
1430,g__Bin22,FH
1431,g__Bin25,FH
1432,g__Bin34,FH
1433,g__Bin36,FH
1434,g__Bin5,FH
1435,g__Bin52,FH
1436,g__Bin55,FH
1437,g__Bin61,FH
1438,g__Bin65,FH
1439,g__Bin75,FH
1440,g__Bin76,FH
1441,g__Bin80,FH
1442,g__Bin87,FH
1443,g__Bin90,FH
1444,g__Bin94,FH
1445,g__Bin95,q F-
1446,g__Bin98,FH
1447,g__Binatus,FH NH
1448,g__Biomaibacter,FNa AH ANa
1449,g__Biostraticola,FH
1450,g__Bipolaricaulis,FNa
1451,g__Bisgaardia,FH
1452,g__Bittarella,AH ANa
1453,g__Bizionia,FH
1454,g__Blastochloris,FH
1455,g__Blastococcus,FH
1456,g__Blastomonas,FH
1457,g__Blastopirellula,FH
1458,g__Blattabacterium,FH
1459,g__Blautia,FH AH ANa
1460,g__Blautia_A,FH FNa AH
1461,g__Blochmannia,FH
1462,g__Bog-105,NH
1463,g__Bog-113,FH
1464,g__Bog-1181,FH
1465,g__Bog-1183,FH
1466,g__Bog-1198,FH
1467,g__Bog-1340,nothing
1468,g__Bog-159,FH NNa
1469,g__Bog-209,FH
1470,g__Bog-257,FH
1471,g__Bog-366,FH
1472,g__Bog-375,FH NH
1473,g__Bog-38,AH
1474,g__Bog-473,FH
1475,g__Bog-515,FH
1476,g__Bog-532,FH
1477,g__Bog-564,FH
1478,g__Bog-752,FH
1479,g__Bog-756,FH
1480,g__Bog-793,FH
1481,g__Bog-877,FH
1482,g__Bog-950,FH
1483,g__Bogoriella,FH
1484,g__Bombella,FH
1485,g__Bombilactobacillus,FH
1486,g__Bordetella,FH
1487,g__Bordetella_A,FH
1488,g__Bordetella_B,FH
1489,g__Bordetella_C,FH
1490,g__Borkfalkia,FH
1491,g__Borrelia,ANa
1492,g__Borreliella,ANa
1493,g__Bosea,FH
1494,g__Boseongicola,FH
1495,g__Botryobacter,FH
1496,g__Boudabousia,FH
1497,g__Bowdeniella,FH
1498,g__Bowmanella,FH
1499,g__Brachybacterium,FH
1500,g__Brachymonas,FH
1501,g__Brachyspira,FH ANa
1502,g__Brackiella,FH
1503,g__Bradymonas,FH NNa
1504,g__Bradyrhizobium,FH
1505,g__Branchiibius,FH
1506,g__Brasilonema,FH
1507,g__Bremerella,FH
1508,g__Brenneria,FH
1509,g__Breoghania,FH NH
1510,g__Brevefilum,NNa
1511,g__Brevibacillus,FH
1512,g__Brevibacillus_B,FH
1513,g__Brevibacillus_C,FH
1514,g__Brevibacillus_D,FH
1515,g__Brevibacterium,FH
1516,g__Brevilactibacter,FH
1517,g__Brevinema,AH ANa
1518,g__Brevirhabdus,FH
1519,g__Brevundimonas,FH
1520,g__Breznakia,FNa
1521,g__Breznakibacter,FH ANa
1522,g__Brocadia,FH NH
1523,g__Brochothrix,FH
1524,g__Brockia,FH
1525,g__Brooklawnia,FH
1526,g__Brucella,FH
1527,g__Brumimicrobium,FH
1528,g__Bruticola,FH
1529,g__Bryobacter,FH
1530,g__Bryocella,FH
1531,g__BuS5,FH
1532,g__Buchananella,FH
1533,g__Buchnera,FH
1534,g__Budvicia,FH
1535,g__Bulleidia,FH
1536,g__Burkholderia,FH
1537,g__Buttiauxella,FH
1538,g__Butyricicoccus,FNa
1539,g__Butyricicoccus_A,FNa
1540,g__Butyricimonas,FH ANa
1541,g__Butyrivibrio,FH FNa
1542,g__Butyrivibrio_A,FH FNa
1543,g__Byssovorax,q F-
1544,g__Bythopirellula,FH
1545,g__C-114,FH
1546,g__C-19,FNa AH
1547,g__C-53,FNa
1548,g__C00003060,q NH
1549,g__C00003106,FH NNa
1550,g__C176,FH
1551,g__C254,FH
1552,g__C7867-001,FH
1553,g__C7867-002,nothing
1554,g__C7867-005,nothing
1555,g__C7867-006,nothing
1556,g__CA54,FH ANa
1557,g__CAACVY01,ANa
1558,g__CAADGA01,FH
1559,g__CAADGG01,FH NNa
1560,g__CAADGL01,FH
1561,g__CAADGM01,FH
1562,g__CAADGN01,FH
1563,g__CAADGU01,FH
1564,g__CAADGV01,FH
1565,g__CAADGY01,FH
1566,g__CAADHD01,FH
1567,g__CAAEEV01,FH
1568,g__CAAFZY01,FH
1569,g__CAAGED01,ANa
1570,g__CAAGGB01,AH ANa
1571,g__CAAHEQ01,FH NNa
1572,g__CABHOJ01,FH
1573,g__CABHON01,FH
1574,g__CABIZH01,FH
1575,g__CABJBCQ01,FH
1576,g__CABKMX01,q FH
1577,g__CABMCB01,AH
1578,g__CABMCJ01,AH
1579,g__CABMDC01,AH
1580,g__CABMDW01,AH
1581,g__CABMEP01,nothing
1582,g__CABMEV01,nothing
1583,g__CABMGC01,AH
1584,g__CABMGE01,nothing
1585,g__CABMGN01,nothing
1586,g__CABMGO01,nothing
1587,g__CABMGU01,nothing
1588,g__CABMJK01,AH
1589,g__CABMKH01,FNa
1590,g__CABYIR01,FH
1591,g__CABYJX01,FH
1592,g__CABZJG01,FH
1593,g__CABZYC01,ANa
1594,g__CABZZR01,FH
1595,g__CACBGS01,FH
1596,g__CACBWF01,FH
1597,g__CACCCN01,FH
1598,g__CACCLK01,FH
1599,g__CACECR01,nothing
1600,g__CACEJU01,FH
1601,g__CACEW01,FH
1602,g__CACEWU01,FH
1603,g__CACFBG01,nothing
1604,g__CACGMS01,nothing
1605,g__CACHHO01,q F-
1606,g__CACHNP01,FH
1607,g__CACHRU01,FH
1608,g__CACIAM-69d,FH
1609,g__CACIIZ01,FH
1610,g__CACIJG01,FH
1611,g__CACIRS01,q FH
1612,g__CACIUL01,FH
1613,g__CACIVM01,q F-
1614,g__CACJXQ01,FH
1615,g__CACKLF01,FH
1616,g__CACKMC01,FH
1617,g__CACKPV01,FH
1618,g__CACKTW01,q FH
1619,g__CACLCV01,FH
1620,g__CACLJX01,FH
1621,g__CACLRR01,nothing
1622,g__CACNRH01,FH
1623,g__CACNXK01,FH
1624,g__CACNXQ01,FH
1625,g__CACNYO01,FH
1626,g__CACOMS01,FH
1627,g__CACORA01,FH
1628,g__CACPJA01,FH
1629,g__CACPJE01,nothing
1630,g__CACPJY01,nothing
1631,g__CACPNW01,q F-
1632,g__CACVAW01,FH
1633,g__CACXEY01,ANa
1634,g__CACXFF01,q FH
1635,g__CACXFL01,FH
1636,g__CACXMZ01,FH
1637,g__CACYEI01,ANa
1638,g__CACZNT01,q FH
1639,g__CACZQA01,FH
1640,g__CACZQQ01,q A-
1641,g__CACZRG01,FH
1642,g__CACZRW01,FH
1643,g__CACZYB01,NH
1644,g__CADAEX01,q A-
1645,g__CADAUA01,FH
1646,g__CADAWZ01,FH
1647,g__CADBMC01,FH
1648,g__CADBMS01,nothing
1649,g__CADBNZ01,FH
1650,g__CADBOM01,FH
1651,g__CADBQJ01,FH A-
1652,g__CADBRF01,FH
1653,g__CADBRU01,FH
1654,g__CADCBS01,ANa
1655,g__CADCSY01,FH
1656,g__CADCTB01,FH
1657,g__CADCTC01,q FH
1658,g__CADCTF01,FH
1659,g__CADCTG01,FH
1660,g__CADCTO01,FH
1661,g__CADCTP01,FH
1662,g__CADCTQ01,FH
1663,g__CADCUO01,nothing
1664,g__CADCVQ01,FH
1665,g__CADCVT01,nothing
1666,g__CADCVW01,FH
1667,g__CADCWC01,FH
1668,g__CADCWE01,FH
1669,g__CADCWF01,FH
1670,g__CADCWG01,FH
1671,g__CADCWI01,FH
1672,g__CADCWJ01,FH
1673,g__CADCWK01,FH
1674,g__CADCWL01,FH
1675,g__CADCWN01,q FH
1676,g__CADCWO01,FH
1677,g__CADCXN01,FH NH
1678,g__CADDYQ01,FH
1679,g__CADDYR01,FH
1680,g__CADDYS01,FH
1681,g__CADDYT01,FH
1682,g__CADDYU01,FH AH NH
1683,g__CADDYV01,FH
1684,g__CADDYW01,FH
1685,g__CADDYX01,FH
1686,g__CADDZC01,FH
1687,g__CADDZE01,FH
1688,g__CADDZF01,FH NH
1689,g__CADDZG01,FH
1690,g__CADDZH01,FH
1691,g__CADDZI01,FH
1692,g__CADDZO01,FH
1693,g__CADDZP01,FH
1694,g__CADDZR01,AH
1695,g__CADDZS01,AH
1696,g__CADDZV01,FH
1697,g__CADEDH01,q FH
1698,g__CADEDU01,q F-
1699,g__CADEED01,FH
1700,g__CADEEH01,FH
1701,g__CADEEL01,FH
1702,g__CADEEN01,FH
1703,g__CADEER01,FH
1704,g__CADEEV01,FH
1705,g__CADEEZ01,FH
1706,g__CADEFD01,q FH
1707,g__CADEFF01,FH
1708,g__CADEFQ01,FH
1709,g__CADEFT01,FH
1710,g__CADEFX01,FH
1711,g__CADEFY01,q FH
1712,g__CADEGL01,q FH
1713,g__CADEGR01,FH
1714,g__CADEGZ01,FH
1715,g__CADEHE01,FH
1716,g__CAFBRK01,FH
1717,g__CAG-1000,nothing
1718,g__CAG-1024,ANa
1719,g__CAG-103,FH ANa
1720,g__CAG-1031,FH
1721,g__CAG-110,FNa
1722,g__CAG-1138,ANa
1723,g__CAG-115,FNa AH
1724,g__CAG-1193,nothing
1725,g__CAG-1252,FH ANa
1726,g__CAG-127,FH FNa
1727,g__CAG-1427,FH
1728,g__CAG-1435,ANa
1729,g__CAG-145,ANa
1730,g__CAG-170,FNa
1731,g__CAG-177,AH ANa
1732,g__CAG-1782,FH ANa
1733,g__CAG-180,AH ANa
1734,g__CAG-194,FNa
1735,g__CAG-196,FH
1736,g__CAG-217,FH
1737,g__CAG-238,FH ANa
1738,g__CAG-245,nothing
1739,g__CAG-267,FH
1740,g__CAG-269,nothing
1741,g__CAG-272,FH FNa
1742,g__CAG-273,nothing
1743,g__CAG-274,FH FNa
1744,g__CAG-279,FH
1745,g__CAG-288,FNa
1746,g__CAG-302,q F-
1747,g__CAG-303,FNa AH
1748,g__CAG-306,FH
1749,g__CAG-307,FNa
1750,g__CAG-312,FH
1751,g__CAG-313,FH
1752,g__CAG-314,nothing
1753,g__CAG-317,AH ANa
1754,g__CAG-345,FNa
1755,g__CAG-349,ANa
1756,g__CAG-353,FNa AH
1757,g__CAG-354,q F-
1758,g__CAG-390,FH ANa
1759,g__CAG-41,FNa AH
1760,g__CAG-411,FH FNa
1761,g__CAG-417,nothing
1762,g__CAG-433,nothing
1763,g__CAG-448,ANa
1764,g__CAG-449,FNa
1765,g__CAG-45,FH FNa
1766,g__CAG-451,nothing
1767,g__CAG-452,nothing
1768,g__CAG-460,nothing
1769,g__CAG-462,FH
1770,g__CAG-465,nothing
1771,g__CAG-475,ANa
1772,g__CAG-484,FH
1773,g__CAG-485,FH
1774,g__CAG-488,FNa AH
1775,g__CAG-492,AH
1776,g__CAG-495,FH
1777,g__CAG-510,FH FNa
1778,g__CAG-521,FH
1779,g__CAG-533,nothing
1780,g__CAG-552,ANa
1781,g__CAG-557,AH ANa
1782,g__CAG-56,FNa AH
1783,g__CAG-568,FH
1784,g__CAG-582,nothing
1785,g__CAG-590,FH FNa
1786,g__CAG-594,nothing
1787,g__CAG-603,FH FNa
1788,g__CAG-605,nothing
1789,g__CAG-611,nothing
1790,g__CAG-617,FH
1791,g__CAG-628,nothing
1792,g__CAG-631,FNa
1793,g__CAG-632,FH FNa
1794,g__CAG-698,ANa
1795,g__CAG-710,nothing
1796,g__CAG-724,FNa
1797,g__CAG-762,nothing
1798,g__CAG-776,nothing
1799,g__CAG-791,FNa
1800,g__CAG-793,nothing
1801,g__CAG-81,FNa AH
1802,g__CAG-822,nothing
1803,g__CAG-826,FNa
1804,g__CAG-83,FH ANa
1805,g__CAG-831,FH ANa
1806,g__CAG-841,ANa
1807,g__CAG-873,FH
1808,g__CAG-877,nothing
1809,g__CAG-878,nothing
1810,g__CAG-882,FH FNa
1811,g__CAG-884,nothing
1812,g__CAG-914,q F-
1813,g__CAG-917,ANa
1814,g__CAG-95,FNa
1815,g__CAG-964,AH
1816,g__CAG-977,FH NH
1817,g__CAG-988,nothing
1818,g__CAHJWH01,FH
1819,g__CAHJWL01,FH
1820,g__CAHJWO01,FH
1821,g__CAHJWT01,FH
1822,g__CAHJXF01,FH
1823,g__CAHJXG01,q F-
1824,g__CAIFEB01,FH
1825,g__CAIFEU01,FH
1826,g__CAIJHQ01,FH
1827,g__CAIJKW01,nothing
1828,g__CAIJKY01,FH
1829,g__CAIJLM01,FH
1830,g__CAIJLX01,FH
1831,g__CAIJMI01,FH
1832,g__CAIJMQ01,nothing
1833,g__CAIJMU01,FH AH ANa
1834,g__CAIJNA01,q FH
1835,g__CAIJOT01,FH
1836,g__CAIJPD01,FH
1837,g__CAIJPN01,FH
1838,g__CAIJXB01,ANa
1839,g__CAIJXJ01,FH
1840,g__CAIJXO01,FH
1841,g__CAIJXV01,FH ANa
1842,g__CAIJYI01,FH
1843,g__CAIJZX01,FH
1844,g__CAIKAD01,FH
1845,g__CAIKAF01,FH
1846,g__CAIKAH01,FH
1847,g__CAIKAP01,FH ANa
1848,g__CAIKAW01,FH
1849,g__CAIKBD01,FH
1850,g__CAIKBL01,FH
1851,g__CAIKBN01,nothing
1852,g__CAIKBP01,FH
1853,g__CAIKHN01,FH
1854,g__CAIKKG01,nothing
1855,g__CAIKKV01,AH
1856,g__CAIKLP01,FH
1857,g__CAIKMD01,FH
1858,g__CAIKMS01,FH
1859,g__CAIKMX01,nothing
1860,g__CAIKNB01,FH
1861,g__CAIKOA01,AH
1862,g__CAIKOD01,AH AH
1863,g__CAIKOH01,FH
1864,g__CAIKPM01,FH
1865,g__CAIKVZ01,FH
1866,g__CAIKXD01,FH
1867,g__CAIKXV01,FH
1868,g__CAIKZD01,FH
1869,g__CAIKZJ01,FH
1870,g__CAIKZY01,FH
1871,g__CAIKZZ01,FH
1872,g__CAILAD01,FH
1873,g__CAILAF01,FH
1874,g__CAILAH01,AH
1875,g__CAILDB01,nothing
1876,g__CAILHX01,FH
1877,g__CAILIB01,FH
1878,g__CAILKO01,FH
1879,g__CAILKP01,FH
1880,g__CAILLO01,FH ANa
1881,g__CAILLX01,FH
1882,g__CAILMK01,FH
1883,g__CAILMQ01,AH
1884,g__CAILMU01,AH
1885,g__CAILNN01,FH
1886,g__CAILNX01,FH
1887,g__CAILQE01,FH
1888,g__CAILQO01,q F-
1889,g__CAILRJ01,FH
1890,g__CAILTG01,FH
1891,g__CAILUF01,FH
1892,g__CAILUG01,FH
1893,g__CAILUI01,FH AH ANa
1894,g__CAILUR01,FH
1895,g__CAILVY01,FH
1896,g__CAILZL01,FH
1897,g__CAIMDX01,FH
1898,g__CAIMEH01,nothing
1899,g__CAIMEY01,FH
1900,g__CAIMFV01,FH
1901,g__CAIMGI01,FH
1902,g__CAIMLA01,nothing
1903,g__CAIMLU01,nothing
1904,g__CAIMMJ01,FH
1905,g__CAIMNF01,FH
1906,g__CAIMNN01,q FH
1907,g__CAIMOB01,nothing
1908,g__CAIMOR01,FH
1909,g__CAIMPC01,FH
1910,g__CAIMSN01,FH
1911,g__CAIMTB01,FH
1912,g__CAIMUM01,FH
1913,g__CAIMUS01,FH NH
1914,g__CAIMUX01,FH
1915,g__CAIMVM01,FH
1916,g__CAIMWE01,FH
1917,g__CAIMWO01,FH
1918,g__CAIMWS01,FH
1919,g__CAIMXF01,FH
1920,g__CAIMZW01,FH
1921,g__CAINCQ01,FH
1922,g__CAINCZ01,nothing
1923,g__CAINDI01,FH
1924,g__CAINDO01,FH
1925,g__CAINDQ01,FH
1926,g__CAINDR01,FH
1927,g__CAINDZ01,FH
1928,g__CAINEC01,FH
1929,g__CAINEW01,nothing
1930,g__CAINEZ01,FH
1931,g__CAINFA01,FH
1932,g__CAINFC01,FH
1933,g__CAINFV01,ANa NH
1934,g__CAINMH01,FH
1935,g__CAINMN01,FH
1936,g__CAINMV01,FH
1937,g__CAINNR01,nothing
1938,g__CAINOH01,AH
1939,g__CAINVI01,FH
1940,g__CAINVO01,nothing
1941,g__CAINVV01,FH
1942,g__CAINWE01,q FH
1943,g__CAINWJ01,FH
1944,g__CAINXC01,NH
1945,g__CAINXF01,FH
1946,g__CAIOAK01,FH
1947,g__CAIODY01,FH
1948,g__CAIOGI01,nothing
1949,g__CAIOGM01,FH
1950,g__CAIOGO01,FH
1951,g__CAIOHW01,q F-
1952,g__CAIOHZ01,FH
1953,g__CAIOIA01,FH
1954,g__CAIOIN01,q A-
1955,g__CAIOJG01,FH
1956,g__CAIOLF01,nothing
1957,g__CAIOLM01,FH
1958,g__CAIOMD01,FH
1959,g__CAIOSF01,FH
1960,g__CAIOSP01,FH
1961,g__CAIOSQ01,FH
1962,g__CAIOSU01,FH
1963,g__CAIOTC01,nothing
1964,g__CAIOTO01,FH
1965,g__CAIOVX01,FH
1966,g__CAIOYC01,FH
1967,g__CAIOZA01,FH
1968,g__CAIOZP01,FH
1969,g__CAIOZW01,FH
1970,g__CAIOZY01,FH
1971,g__CAIPAT01,AH NH
1972,g__CAIPBJ01,FH
1973,g__CAIPBY01,nothing
1974,g__CAIPEB01,FH AH
1975,g__CAIPFQ01,ANa
1976,g__CAIPFW01,FH
1977,g__CAIPHK01,FH
1978,g__CAIPHQ01,FH
1979,g__CAIPHS01,nothing
1980,g__CAIPHT01,nothing
1981,g__CAIPLT01,FH
1982,g__CAIPMZ01,FH
